Mod Name;Author;Description;Versions;Is Latest;Latest Commit;Latest Download
Tighter Holes;Mindstormsman;Make your holes tighter!  Currently only adjustable from the debug menu If you don't set the tightness_mult flag calculations that use it default to 2 as in twice as tight  values less than one and greater than 0 should make your holes looser if you want that too  Thanks to ChaoticSaint for the idea!;1;False;4da3dd05a8860ef648ec7fd36fe0106ec8113e59;https://raw.githubusercontent.com/Alexofp/BDCCMods/4da3dd05a8860ef648ec7fd36fe0106ec8113e59/mods/TighterHoles.zip
Winters Pokemon Collection (WIP);Avery Winters;Was originally intended to be a grouped mod for all the eeveelutions updated for skins and colours but pending crashing project has to be started over from scratch and will be updated as each species is finished. Included: Eevee, Espeon, Flareon, Glaceon, Jolteon, Leafeon, Umbreon, Vaporeon Credit: Original Mods by Eurygrey Changelog: Cleaned up some skin spots accross the board and added leafeon.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/WintersPokemonCollection.png]Click for Preview[/url];6;False;342b6b549ebb2865a1e4d848ae670e266822def2;https://raw.githubusercontent.com/Alexofp/BDCCMods/342b6b549ebb2865a1e4d848ae670e266822def2/mods/WintersPokemonCollectionV0.9.zip
Jackal Parts v2;AverageAce;Updated version of the Jackal Parts mod, now with compatibility with skins. Comes with 2 ears and a tail in the canine species. [url=https://media.discordapp.net/attachments/1021686418512289792/1139340255124795422/image.png]Click for Preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/JackalPartsVer2.zip
Leafeon Species;AverageAce;Further continuing the eeveelutions mods, Leafeon. Comes with an entire species, skin compatibility, and some alt bodyparts. Updated to fix your skin coming off if you gave oral sex. Freaky stuff. Remember to save your files when you quit the editor... [url=https://media.discordapp.net/attachments/1021686418512289792/1140880173814792222/Showcase.png]Click for Preview[/url];3;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/LeafeonSpeciesVers1.1.zip
Espeon Species;AverageAce;Updated version of the Espeon Mod to have compatibility with skins. We still dont have mind bullets in game though. Comes with a full species, skin compatibility, and an alternate head without eyes. [url=https://media.discordapp.net/attachments/1021686418512289792/1140883543044657272/Showcase.jpg]Click for Preview[/url];3;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/EspeonSpeciesVer2.zip
Fluffy Bodyparts;AverageAce & Max-Maxou;The old mod updated and actually functioning this time. totally brand new compatibility with skins and the addition of the fluffy flat chest. NPC generation not guaranteed. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/FluffPreview.png]Click for Preview[/url];4;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/FluffbodypartsVer3.zip
Ace's Protogen Mod;AverageAce;The Fluffy Cyborg species has been added, based off the original mod from EuryGrey. Fair warning that when I went to do my usual skins setup, it somehow caused a massive mess. Should be fixed but if you spot something you can find me on the game's discord. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/aceprotogen.png]Click for Preview[/url]  Patched to fix a missing head under the right circumstances. Thanks kiwwaqween;4;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/AcesProtogenMod-Ver1.1.zip
Ace's Protogen Mod (Breed Edition);AverageAce;The Fluffy Cyborg species has been added, based off the original mod from EuryGrey. Fair warning that when I went to do my usual skins setup, it somehow caused a massive mess. Should be fixed but if you spot something you can find me on the game's discord. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/aceprotogen.png]Click for Preview[/url]  Breed Edition: All NPCs have a 50/50 chance to spawn with anal wombs.;3;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/AcesProtogenMod-Ver1.1-BreedEdition.zip
Lucario Species;AverageAce;The most sexualized pokemon. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/Lucario.png]Click for Preview[/url];3;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/LucarioSpecies-Ver2.1.zip
Prosthetic Parts;AverageAce;A bundle of prosthetic bits for your character creation needs. (Npc generation is disabled because it was broken) also includes some tail bandages Fair Warning that this will clutter your character creator tabs with all the variants [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/ProstheticParts.png]Click for Preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/ProstheticPartsVer0.zip
Avali Species;AverageAce;The funny sci-fi birds. [b]Updated to add 2 new parts, and fix some NPC generation[/b] [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/AvaliPreview1.png]Preview 1[/url] [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/AvaliPreview2.png]Preview 2[/url];4;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/AvaliSpeciesVer2.zip
Avali Species Breed Edition;AverageAce;The funny sci-fi birds. [b]Updated to add 2 new parts, and fix some NPC generation[/b] [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/AvaliPreview1.png]Preview 1[/url] [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/AvaliPreview2.png]Preview 2[/url]  Breeder Edition - Allows Npcs to spawn with ass wombs, use regular zip file or the breed edition, not both. (download one or the other);4;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/AvaliSpeciesVer2-BreederEdition.zip
Ace's Aviary Addon;AverageAce;4 new species added, Avians, Birds, Gryphons, and Hippogriffs.[/b] [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/AviaryPreview.png]Click for preview[/url]  [b]A small fix that corrects the fact the module was using a blatanly incorrect file to tag the author and filename[/b];3;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/AcesAvairyAddonVer0.99.zip
Dragons+;AverageAce;Adds various bodyparts to the vanilla dragon species, 2 heads, 2 horns, a tail, and the option to be earless. Both heads spawn more often than the vanilla dragon head. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/dragonPreview.png]Click for preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/DragonsPlusVer0.9.zip
Sylveon Species;AverageAce;The last of the Eeveelution mods. Sylveon comes with a new species and a few alt bodyparts. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/sylPreview1.png]Preview 1[/url] [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/sylPreview2.png]Preview 2[/url] [b]Updated with a few more alternate parts[/b];4;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/SylveonSpeciesVer1.zip
Transgender Flat Chest;AverageAce;Flat Chest with a mastectomy scar on it, for transgender purposes. NPCs wont generate with it, sadly. working on that. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/transchestpreview.png]Click for preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/TransChestVer0.9.zip
Boykisser Portraits;AverageAce;You like BDCC, Don't You? Works with all vanilla character portraits (Alex, Avy, The Captain, Eliza, Ferri, Jacki, Kait, Nova, Rahi, Risha, and Tavi. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/kisserspreview.png]Click for preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/BoykisserArtVer1.zip
White Thigh Highs;AverageAce;A bundle of thigh highs, this time in white They can be printed from the laundromat uniform vendor, with a special bonus awkwardly jammed into the underwear vendor [b]Updated to fix the special something to be wearable[/b] [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/tighsPreview.png]Click for Preview[/url];3;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/WhiteThighHighsVer2.zip
Industrial Skin Converted;Conversion: CanInBad & Skin Maker: AverageAce;This mod add AverageAce's Industrial skin mod that is registered via Module system making it loadable in mod form without extraction;2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/IndustrialSkinConv.zip
LayeredSkin Converted;Conversion: CanInBad & Skin Maker: AverageAce;This mod add AverageAce's LayeredSkin mod that is registered via Module system making it loadable in mod form without extraction;2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/LayeredSkinConv.zip
Sabertooth Heads;AverageAce;A version of the feline and wolf heads with extra teeth, if you're into that. lower spawn rates on NPCs  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/SabertoothHeadsPreview.png]Click for Preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/SabertoothHeadsVer1.zip
Ace's Shark Species;AverageAce;[b]f i s h[/b]  Made teeth unaffected by colors  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/AceSharkPreview.png]Click for Preview[/url];4;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/AcesSharkSpeciesVer1.11.zip
Edited Sheath;AverageAce;This mod will replace the non-erected sprite of canine, feline, and dragon sheaths, and any species that uses their dicks I got bored and started drawing whatever. this is one of the things I actually finished [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/EditedSheathPreview.png]Click for Preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/EditedSheathVer1.11.zip
Dick Skins, Batch 2;AverageAce;Even more looks for your wiggly bits. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/DickSkinsBatch2Preview.png]Click for Preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/DickSkinsBatch2.zip
Squirrel Species (Breed Edition);AverageAce;Adds the funny tree nuts species. Comes with a species, a head, and two tails. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/NightstalkerPreview.png]Click for preview[/url]  [b]Bonus: Breed edition[/b]: a version of this mod with a single change, Male and Shemale NPCs will always spawn with anus womb. [b]DO NOT USE BOTH VERSION AT ONCE![/b] Please use one or the other!;2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/SquirrelSpeciesVer0.9-B.zip
Squirrel Species;AverageAce;Adds the funny tree nuts species. Comes with a species, a head, and two tails. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/NightstalkerPreview.png]Click for preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/SquirrelSpeciesVer0.9.zip
Barbed Equine Penis;AverageAce;a small mod because its been too long since I posted a mod and pulled out my 'oh shit' list and picked something. Comes with a unique penis, available to all player chracters, and spawning rarely on felines, equines, and demons. also compatilbe with a few skins [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/BarbedEquinePenisPrev.png]Click for preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/BarbedEquinePenisVer1.1.zip
Demon-Hellhound Conversion;AverageAce;Are you like me and you hate humanoids and are cripplingly addicted to anthros beyond reason? Do you wish there was some kind of hellhound in the game? Do you wish the demon species in game wasn't so god-damn worthless because they are just humans with horns? [b]Then this is the mod for you![/b]  This mod right here alters the base demon species into something more furry, with the removal of all human features and replaced with canine variants. They still have the unique demon bits, such as the tail, horns, and hooves, but with additional paws, tails and heads, all of which are from the base game, no additional parts. NPCs will spawn with all of them.  [i]This is a conversion and any new demons will spawn with the different parts, existing demons in your save file before downloading (shouldnt) be affected, they will be renamed though[/i] [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/demonhoundspreview.png]Click for preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/DemonHoundConversionVer1.zip
Spined Dragon Penis;AverageAce;Dragon dick but more violent. They are named spines but functionally, far as the game is concerned, they function the same as feline barbs. If you like dragons, this combines a knot, ridges, and barbs into one schmeat tube.  Imma be real, I dont know if I set up NPC generation up correctly on this one, but if I did, they should spawn very rarely on dragons. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/spineddragoncockpreview.png]Click for preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/SpinedDragonPenisVer1.zip
Seahorse Species;AverageAce;Fish 2. The Sequel Comes with a new species, 2 heads, 4 tails, and all the other bits. [b]They are 'accurate', Male NPCs can get pregnant[/b]. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/seahorseprev.png]Click for preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/SeahorseSpeciesVer0.9.zip
Deer Species;AverageAce/Fantos/Max-Maxou;Add the Majestic forest Dwelling race Originally made by Fantos and Max-Maxou. Updated with skin support by AverageAce. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/deerpreview.png]Click for preview[/url];4;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/DeerSpeciesVer2.1.zip
Deer Species (Horsecock);AverageAce/Fantos/Max-Maxou;Add the Majestic forest Dwelling race Originally made by Fantos and Max-Maxou. Updated with skin support by AverageAce. also have a bonus version where equine penis has been added to the npc generation (Download one or the other) [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/deerpreview.png]Click for preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/DeerSpeciesVer2.1-HORSECOCK.zip
Crow Species;AverageAce/Fantos/Max-Maxou;Another old mod brought into the modern era, with a few bonuses. Skin compatibility, A variant of penis that is slitted, and new legs [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/crowpreview.png]Click for preview[/url];4;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/CrowSpeciesVer2.zip
Bovine Species;AverageAce/Fantos/Max-Maxou;Another one of the old Max/Fantos mods brought up to date with additional skin support and the use of a much better penis. I did even less testing than usual so reprot any bugs you find to the discord.  and anyone who wants the original penis back I consider to be a blight upon the universe and are not to be trusted with having an opinion. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/bovinepreview.png]Click for preview[/url];3;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/BovineSpeciesVer2.zip
Male Lactation Mod;AverageAce;This allows male NPCs to lactate. Also changes the threshold to visually switch breasts to B-cup and above, because ngl, with how a full size breast graphic was scaled down that much, i didnt like how it looked. So, uh, enjoy your flat chested women. Modded breasts shouldn't be affected. This mod [b]will conflict with any mod that changes the HumanBreasts.gd and MaleBreasts.gd files.[/b];1;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/MaleLactation.zip
Ampwave Species;AverageAce;Adds the Sound Based Cybernetic dog things. Adds various bodyparts with a few variants and a new species. look at the preview and see if its something you'd be into or if you want the parts. there are some good ones in here.  I cant think of a good description, ive made like 30 of these things and dont have energy to do a salesman skit. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/AmpwaveSpeciesPreview.png]Click for preview[/url];1;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/AmpwaveSpeciesVer0.9.zip
Breedable Avy;AverageAce;Edits Avy's character file to make her breedable. No scenes are changed. Uses the Anuswomb bodypart because if I added a vagina to avy I would have to change/add scenes;1;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/BreedableAvy.zip
Raccoon Species;Revamp: AverageAce | Orginal: Fantos, Max-Maxou;hmm yes, trash. my favorite. The last old Max/Fantos mod updated from the really old days. With a few alternate parts for skins. No I didnt fix all typos. They're funny.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/RacconSpeciesPreview.png]Click for preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/RaccoonSpeciesUpdate.zip
Hyena Parts;AverageAce;Yeen. Comes with Head, Ears, and a tail under the "canine" species.  Head and tail have the same spawn rate as their base counterparts with ears being slightly less common.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/HyenaPartPreview.png]Click for preview[/url];1;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/HyenaParts.zip
Houndoom;AverageAce;The Hellish Pokemon. Comes with a species and a whole bunch of additional bodyparts, 6 body types, 3 tails, etc.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/HoundoomSpeciesPreview.png]Click for preview[/url];1;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/HoundoomSpeciesVer1.zip
Ace's Shark Species with backfin;Edited: Fantos | Original: AverageAce;f i s h But now with backfin, come in 4 different flavour (see image) [b]The backfin is part of the head[/b], so basically there are 4 different head with head and backfin variations. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/fantosSharkEditPreview.png]Click for preview[/url];1;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/Shark_Species.zip
Breedable Checkpoint Guard - Maleherm;AverageAce;This mod edits the character file of the Checkpoint Guard to be breedable, and also gives him a name. Also there is another version of the file that gives him a vagina along with the standard dick and balls, because MaleHerms rock and need more support and also I didnt have to change any scenes for it happen. ;2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/BreedableCheckpointGuard_MaleHerm.zip
Breedable Checkpoint Guard - Male w/ Anus Womb;AverageAce;This mod edits the character file of the Checkpoint Guard to be breedable, and also gives him a name;2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/BreedableCheckpointGuard.zip
Knotted Equine Penis;AverageAce;A simple mod that adds a knotted equine penis to the character creator. NPCs dont spawn with this. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/KnottedEquinePenisPreview.png]Click for Preview[/url];4;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/KnottedEquinePenisVer3.zip
Hair Skins;AverageAce;Adds a bunch of variance to the existing hair types with skins. Some better than others... [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/HairSkinsCover.png]Click for Preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/HairSkinsBatch1.zip
Sergal Species;AverageAce;Adds the fictional sergal species to the game. Comes with a number of alternate bodyparts, namely heads and ears. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/SergalSpeciesShowcase.png]Click for Preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/SergalSpeciesVer0.9.zip
Scalie Expansion;AverageAce;A species expansion pack with 6 species, Kobold, Snake, Eastern Dragon, Felkin, Wickerbeasts, and Nightstalkers. Comes with some new horns as well.  [b]Update: The Great Atrocity has been rectified, the Felkin head has been replaced with a much better version.[/b] [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/ScalieExpansionShowcase.png]Click for preview[/url] [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/NightstalkerPreview.png]Click for preview Nightstalker[/url];5;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/ScalieExpansionVer2.1.zip
Skulldog Species (Breed Edition);AverageAce;Adds a cryptid skull-canine that goes by a few different names. Comes with a custom species, Two head types, one ear + alt look, and a body.  [b]Updated: New decoration bodyparts[/b] [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/SkullwolfPreview.png]Click for Preview[/url]  [b]Bonus: Breed edition[/b]: a version of this mod with a single change, Male and Shemale NPCs will always spawn with anus womb. [b]DO NOT USE BOTH VERSION AT ONCE![/b] Please use one or the other!;3;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/SkulldogSpeciesVer2-B.zip
Skulldog Species;AverageAce;Adds a cryptid skull-canine that goes by a few different names. Comes with a custom species, Two head types, one ear + alt look, and a body.  [b]Updated: New decoration bodyparts[/b] [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/SkullwolfPreview.png]Click for Preview[/url];4;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/SkulldogSpeciesVer2.zip
Announcer BDSM Expansion;AverageAce;Are you getting unlucky with gathering BDSM gear? Are you some weak slut tired of getting overpowered and stretched to breaking? This mod [b]edits[/b] the "basic" BDSM gear (rope harness and zipties) to be sold by The Announcer for easy acquisition.  With this kind of gear, you can become a Bondage Ninja in no time!  I fixed it not working with one of artica's scenes  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/BDSMShopPreview.png]Click for preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/AnnouncerBDSMArticaPatch.zip
Ace's Lycanroc Mod;AverageAce;I am back. Maybe. Regretfully, also maybe. I am undecided. Rock Wolf Pokemon are surprisingly fluffy Comes with 3 different species for the 3 types, Midday/Dusk/Midnight  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/LycanCover.png]Click for preview[/url];1;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/LycanrocSpeciesVer0.9.zip
Bat Species;AverageAce;The flying thing idk Ive done like 30 of these what else could I even put here they are BATS Comes with 6 heads, 5 ears, and 2 tails and species  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/BatCover.png]Click for preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/BatSpeciesVer0.9.zip
Possum Species;AverageAce;Trashy fellas known for being based as fuck Made from various bat parts I didnt use because they didnt fit As such not as much customization as my usual mods but you still get 5 ears, a head and a tail with the species. Spawns with a 50/50 split between canine and human dicks   [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/PossumCover.png]Click for preview[/url];1;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/PossumSpeciesVer0.9.zip
Max Summer Uniform;MaxMaxou & AverageAce;More stuff from MaxMaxou. Summer Uniform. It doesnt cover any of your naughty bits. Spawns on inmates and in the general vendomat for 25 creds.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/MaxSummerUniform.png]Click for preview[/url];1;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/MaxSummerUniform.zip
Bulldog Replacer;AverageAce;Do you fucking hate the bulldog head like I do? Now its gone. Directly edits the bulldog head .gd file to replace all instances of the bulldog head with the wolf head, meaning it works retroactively on any existing characters.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/BulldogRemover.png]Click for preview[/url];1;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/LazyBulldogReplacer.zip
Breedable Alex;AverageAce;This is a patch for the 1.5 update of the game because of a few changes to the game that are also somehow my fault. If you have any old version of this mod, delete it and replace it with this. I see all you people who don't delete old mods. No Character Flair patch because that other mod is base game now. Anyway, does what it says in the title. Getting dommed by a pregnant fox twink is heaven for somebody No Scene Changes;2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/BreedableAlexV2.zip
